CD_MUN,NM_MUN,SIGLA_UF,AREA_KM2,ng_medio,ng_min,ng_max,n_pontos
2709152,Teotônio Vilela,AL,299.221,0.37003088,0.37003088,0.37003088,1.0
2709202,Traipu,AL,681.577,0.91432652,0.73334526,1.09496981,5.0
2709301,União dos Palmares,AL,420.376,0.43677933999999996,0.37763514,0.49592354,2.0
2709400,Viçosa,AL,367.888,0.7102508649999999,0.657866,0.76263573,2.0
2800209,Aquidabã,SE,359.543,1.2175766799999999,0.9679506,1.34253054,3.0
2800407,Arauá,SE,198.967,0.581119355,0.56971297,0.59252574,2.0
2800506,Areia Branca,SE,148.134,0.52943859,0.52943859,0.52943859,1.0
2800670,Boquim,SE,205.443,0.41706461,0.41706461,0.41706461,1.0
2800704,Brejo Grande,SE,141.464,0.25315068,0.25315068,0.25315068,1.0
2801009,Campo do Brito,SE,201.518,0.68363597,0.61167719,0.75559475,2.0
2801108,Canhoba,SE,171.581,0.91134115,0.91134115,0.91134115,1.0
2801207,Canindé de São Francisco,SE,934.167,1.51331646,1.35548593,1.78949172,5.0
2801306,Capela,SE,442.211,0.9780896,0.81473895,1.14144025,2.0
2801405,Carira,SE,638.743,1.18396775,0.9304926,1.46391697,4.0
2801702,Cristinápolis,SE,228.556,0.51845467,0.51845467,0.51845467,1.0
2801900,Cumbe,SE,128.393,1.54897197,1.54897197,1.54897197,1.0
2802106,Estância,SE,647.344,0.3351076425,0.25286904,0.44213048,4.0
2802205,Feira Nova,SE,183.273,1.49292579,1.49292579,1.49292579,1.0
2802304,Frei Paulo,SE,399.178,0.991326635,0.90289197,1.0797613,2.0
2802403,Gararu,SE,656.956,1.2775657933333333,1.09468817,1.48954612,3.0
2802601,Gracho Cardoso,SE,242.679,1.42533242,1.42533242,1.42533242,1.0
2802809,Indiaroba,SE,316.316,0.431709835,0.37425547,0.4891642,2.0
2802908,Itabaiana,SE,337.295,0.84797236,0.74686394,0.94908078,2.0
2803005,Itabaianinha,SE,501.794,0.8855242333333333,0.67307451,1.1158111,3.0
2803104,Itabi,SE,183.422,1.206358055,1.13045633,1.28225978,2.0
2803203,Itaporanga d'Ajuda,SE,739.702,0.3107928,0.24498314,0.39059053,3.0
2803302,Japaratuba,SE,365.677,0.5216935149999999,0.4790252,0.56436183,2.0
2803401,Japoatã,SE,402.353,0.425795415,0.40270101,0.44888982,2.0
2803500,Lagarto,SE,968.921,0.805895486,0.55563102,1.02174366,5.0
2804003,Maruim,SE,95.554,0.50099304,0.50099304,0.50099304,1.0
2804102,Moita Bonita,SE,95.416,0.95584012,0.95584012,0.95584012,1.0
2804201,Monte Alegre de Sergipe,SE,386.912,1.87482835,1.87482835,1.87482835,1.0
2804300,Muribeca,SE,74.31,1.03300922,1.03300922,1.03300922,1.0
2804409,Neópolis,SE,271.323,0.377775955,0.37003088,0.38552103,2.0
2804458,Nossa Senhora Aparecida,SE,340.772,1.40420949,1.40420949,1.40420949,1.0
2804508,Nossa Senhora da Glória,SE,758.429,1.7316853025,1.59656897,1.84750936,4.0
2804607,Nossa Senhora das Dores,SE,482.412,1.01428022,0.85529497,1.17326547,2.0
2804805,Nossa Senhora do Socorro,SE,155.018,0.39918053,0.3903089,0.40805216,2.0
2804904,Pacatuba,SE,381.428,0.34735894,0.30159259,0.39312529,2.0
2805208,Pinhão,SE,156.373,0.75559475,0.75559475,0.75559475,1.0
2805307,Pirambu,SE,208.681,0.41481149,0.41481149,0.41481149,1.0
2805406,Poço Redondo,SE,1220.426,1.7038332085714285,1.54671885,1.79709597,7.0
2805505,Poço Verde,SE,441.326,1.01104137,0.9730201,1.04906264,2.0
2805604,Porto da Folha,SE,878.043,1.497206708,1.3292935,1.83962347,5.0
2805703,Propriá,SE,96.32,0.59534213,0.59534213,0.59534213,1.0
2805802,Riachão do Dantas,SE,530.607,1.2456467,1.03385413,1.38027017,3.0
2805901,Riachuelo,SE,78.308,0.64885355,0.64885355,0.64885355,1.0
2806008,Ribeirópolis,SE,259.044,1.17101235,1.17101235,1.17101235,1.0
2806107,Rosário do Catete,SE,102.683,0.47818028,0.47818028,0.47818028,1.0
2806206,Salgado,SE,247.579,0.45564916,0.45564916,0.45564916,1.0
2806305,Santa Luzia do Itanhy,SE,325.258,0.41650133,0.41650133,0.41650133,1.0
2806602,Santo Amaro das Brotas,SE,236.965,0.30947849,0.30947849,0.30947849,1.0
2806701,São Cristóvão,SE,438.037,0.319758315,0.28835556,0.35116107,2.0
2806800,São Domingos,SE,101.999,0.81361239,0.81361239,0.81361239,1.0
2806909,São Francisco,SE,83.985,0.57083953,0.57083953,0.57083953,1.0
2807006,São Miguel do Aleixo,SE,144.868,1.3352079250000002,1.26789619,1.40251966,2.0
2807105,Simão Dias,SE,560.199,0.99020008,0.86909529,1.14791795,3.0
2807204,Siriri,SE,168.343,0.74376591,0.74376591,0.74376591,1.0
2807402,Tobias Barreto,SE,1024.645,1.343375455,1.08961867,1.67148495,6.0
2807501,Tomar do Geru,SE,304.837,0.7663909133333333,0.57619067,0.9254231,3.0
2900108,Abaíra,BA,538.677,2.73284173,2.69411636,2.7715671,2.0
2900207,Abaré,BA,1604.923,1.009492357,0.83980483,1.4605373,10.0
2900306,Acajutiba,BA,181.475,0.44551015,0.44551015,0.44551015,1.0
2900355,Adustina,BA,629.099,0.8672646350000001,0.76545212,1.07300196,4.0
2900405,Água Fria,BA,742.775,1.186080045,1.1107416,1.30338271,4.0
2900504,Érico Cardoso,BA,735.249,2.768863364,2.73748877,2.78593069,5.0
2900603,Aiquara,BA,167.877,1.85708509,1.85708509,1.85708509,1.0
2900702,Alagoinhas,BA,707.835,1.411461695,1.12679502,2.0201541,4.0
2900801,Alcobaça,BA,1477.929,1.05680771625,0.70461808,1.79118155,8.0
2900900,Almadina,BA,245.236,1.74696422,1.74696422,1.74696422,1.0
2901007,Amargosa,BA,431.655,0.8200900950000001,0.79727733,0.84290286,2.0
2901106,Amélia Rodrigues,BA,166.872,1.39942163,1.39942163,1.39942163,1.0
2901155,América Dourada,BA,822.373,2.2111053800000002,2.04747309,2.46063758,4.0
2901205,Anagé,BA,1899.683,1.39857671,1.20987854,1.5853034,9.0
2901304,Andaraí,BA,1590.316,1.6255777875,1.21410313,2.75185237,8.0
2901353,Andorinha,BA,1362.386,1.44589207,1.37351083,1.54615557,6.0
2901403,Angical,BA,1530.05,4.28463771625,3.93389148,4.92413439,8.0
2901502,Anguera,BA,187.84,1.14566484,1.14566484,1.14566484,1.0
2901601,Antas,BA,319.745,0.77221145,0.77221145,0.77221145,1.0
2901700,Antônio Cardoso,BA,293.53,1.07314278,1.0617364,1.08454916,2.0
2901809,Antônio Gonçalves,BA,345.284,1.65552541,1.6112142,1.68894658,3.0
2901908,Aporá,BA,479.262,0.7602887333333334,0.59393393,0.84769072,3.0
2901957,Apuarema,BA,150.83,1.09609637,1.09609637,1.09609637,1.0
2902005,Aracatu,BA,1489.803,1.4940523485714288,1.22311558,1.71598392,7.0
2902054,Araçás,BA,474.577,0.76704807,0.48071503,1.02202529,3.0
2902104,Araci,BA,1496.245,1.0963428,0.92654966,1.28563945,8.0
2902203,Aramari,BA,368.947,1.397027695,1.35802069,1.4360347,2.0
2902252,Arataca,BA,435.962,1.299158125,1.1943884,1.40392785,2.0
2902302,Aratuípe,BA,174.012,0.6275898,0.51338516,0.74179444,2.0
2902401,Aurelino Leal,BA,445.394,0.814598135,0.67335615,0.95584012,2.0
2902500,Baianópolis,BA,3320.723,5.0888932388235295,4.50787187,5.85692294,17.0
2902609,Baixa Grande,BA,967.514,1.1155294616666667,0.94964406,1.23804245,6.0
2902658,Banzaê,BA,409.507,0.899371485,0.82713107,0.9716119,2.0
2902708,Barra,BA,11428.112,4.191109084406779,2.2725027,6.96460934,59.0
2902807,Barra da Estiva,BA,1657.413,1.8737017954545456,1.53066543,2.35952916,11.0
2902906,Barra do Choça,BA,765.936,1.4959768833333333,1.25240604,1.9032739,6.0
2903003,Barra do Mendes,BA,1436.298,2.1172726366666668,1.85483198,2.41360386,6.0
2903102,Barra do Rocha,BA,214.411,1.01681497,0.98625713,1.04737281,2.0
2903201,Barreiras,BA,8051.274,6.230611026428572,4.38057102,9.67960983,42.0
2903235,Barro Alto,BA,414.51,1.517287575,1.40843408,1.62614107,2.0
2903276,Barrocas,BA,207.297,0.97823042,0.94598275,1.01047809,2.0
2903300,Barro Preto,BA,201.585,1.12116224,1.12116224,1.12116224,1.0
2903409,Belmonte,BA,1939.447,2.3910023275000003,1.90721684,3.14530213,12.0
2903508,Belo Campo,BA,772.756,1.65113653,1.5492536,1.75963798,4.0
2903607,Biritinga,BA,553.762,0.99069295,0.9716119,1.00681679,4.0
2903706,Boa Nova,BA,848.857,1.9701913340000001,1.76358092,2.22715881,5.0
2903805,Boa Vista do Tupim,BA,2972.109,1.4413195788235296,1.06483443,1.98128791,17.0
2903904,Bom Jesus da Lapa,BA,4115.51,4.510051511304348,2.73298255,6.18897539,23.0
2903953,Bom Jesus da Serra,BA,467.909,1.35689413,1.26057357,1.49715038,4.0
2904001,Boninal,BA,896.857,1.7030848560000003,1.47067631,2.14463857,5.0
2904050,Bonito,BA,791.276,1.19910585,0.96766896,1.35126135,4.0
2904100,Boquira,BA,1426.233,5.20042230375,3.51086962,7.53971629,8.0
2904209,Botuporã,BA,627.612,2.3308019825,2.04916293,2.67468327,4.0
2904308,Brejões,BA,518.566,0.8540276,0.84515597,0.86289923,2.0
2904407,Brejolândia,BA,2247.208,5.811655864545455,5.38264277,6.30670051,11.0
2904506,Brotas de Macaúbas,BA,2520.817,3.0948020761538464,2.13224645,4.21017939,13.0
2904605,Brumado,BA,2207.612,1.8927015992307692,1.27803519,2.789592,13.0
2904753,Buritirama,BA,4046.736,3.208837335,2.21786472,4.41493098,22.0
2904803,Caatiba,BA,512.436,1.73414964,1.59966699,1.86863229,2.0
2904852,Cabaceiras do Paraguaçu,BA,222.026,1.324224,1.324224,1.324224,1.0
2904902,Cachoeira,BA,394.894,1.8917971025,1.53460837,2.3676967,4.0
2905008,Caculé,BA,610.983,1.9886809375,1.89003686,2.13816087,4.0
2905107,Caém,BA,540.908,1.1951394333333334,1.16706941,1.24283031,3.0
2905156,Caetanos,BA,767.146,1.2775423275,1.12848486,1.47574581,4.0
2905206,Caetité,BA,2651.536,2.352093894,1.93538075,2.75523204,15.0
2905305,Cafarnaum,BA,643.66,1.342868508,1.10144751,1.6343086,5.0
2905404,Cairu,BA,448.846,1.06370787,0.94457455,1.18284119,2.0
2905503,Caldeirão Grande,BA,458.311,1.1851881866666667,1.04117675,1.34168562,3.0
2905602,Camacan,BA,584.848,1.6035395325,1.36111872,1.87623655,4.0
2905701,Camaçari,BA,785.421,0.4018561,0.34834468,0.45255113,3.0
2905800,Camamu,BA,839.702,0.5048233360000001,0.39171709,0.64772699,5.0
2905909,Campo Alegre de Lourdes,BA,2914.587,3.189172823846154,2.81184148,4.51181482,13.0
2906006,Campo Formoso,BA,7161.827,1.7278646455263156,1.23100147,2.66707901,38.0
2906105,Canápolis,BA,460.388,4.93103455,4.69516184,5.16690726,2.0
2906204,Canarana,BA,579.726,1.4971503800000001,1.38505804,1.61065092,3.0
2906303,Canavieiras,BA,1334.284,1.32805429,1.15298745,1.53291854,5.0
2906402,Candeal,BA,447.578,1.26977378,1.13299108,1.36449838,3.0
2906501,Candeias,BA,251.808,0.69673219,0.69673219,0.69673219,1.0
2906600,Candiba,BA,433.642,2.4783808466666666,2.38515832,2.57582796,3.0
2906709,Cândido Sales,BA,1169.814,1.7012917533333332,1.52559592,1.85201559,6.0
2906808,Cansanção,BA,1351.891,1.0782474925,0.87557299,1.38759279,8.0
2906824,Canudos,BA,3565.377,1.6912293336842108,1.22874836,2.37501931,19.0
2906857,Capela do Alto Alegre,BA,629.586,0.9893551650000001,0.84628252,1.14566484,4.0
2906873,Capim Grosso,BA,464.776,1.087083915,0.99583286,1.17833497,2.0
2906899,Caraíbas,BA,805.629,1.5306654266666666,1.41885472,1.64134958,3.0
2906907,Caravelas,BA,2377.889,1.487314676923077,0.59506049,2.74790942,13.0
2907004,Cardeal da Silva,BA,293.456,0.40016626499999997,0.38129645,0.41903608,2.0
2907103,Carinhanha,BA,2525.906,3.640292150666667,3.02053602,4.07780903,15.0
2907202,Casa Nova,BA,9647.072,2.4570719273584904,1.86553426,3.16191883,53.0
2907301,Castro Alves,BA,713.789,1.151860898,0.92176179,1.44701863,5.0
2907400,Catolândia,BA,702.504,5.0013739025,4.45999323,5.62597892,4.0
2907509,Catu,BA,426.955,0.879093475,0.79812225,0.9600647,2.0
2907558,Caturama,BA,716.261,2.6617278675,2.46570709,2.95913871,4.0
2907608,Central,BA,566.974,2.678485395,2.26377189,3.06785139,4.0
2907707,Chorrochó,BA,3005.319,1.2713509606666666,0.93218244,1.58783815,15.0
2907806,Cícero Dantas,BA,819.969,0.7654051783333333,0.6694132,0.91697393,6.0
2908002,Coaraci,BA,274.5,1.42364259,1.42364259,1.42364259,1.0
2908101,Cocos,BA,10140.572,5.360910479272727,4.31016125,7.23864414,55.0
2908309,Conceição do Almeida,BA,284.836,0.83867827,0.8071347,0.87022184,2.0
2908408,Conceição do Coité,BA,1015.252,0.962374142,0.82149829,1.17833497,5.0
2908507,Conceição do Jacuípe,BA,114.869,1.30394599,1.30394599,1.30394599,1.0
2908606,Conde,BA,931.106,0.29500223999999997,0.24188511,0.33285453,5.0
2908705,Condeúba,BA,1348.039,1.78615899,1.48166023,2.09253534,6.0
2908804,Contendas do Sincorá,BA,977.455,1.5245397775,1.30422763,1.70584492,4.0
2908903,Coração de Maria,BA,378.42,1.29662337,1.28732928,1.30591746,2.0
2909000,Cordeiros,BA,523.64,1.278598475,1.25381424,1.30338271,2.0
2909109,Coribe,BA,2662.819,4.436793215,4.06119233,5.64484873,16.0
2909208,Coronel João Sá,BA,797.434,0.939054428,0.77249309,1.21016018,5.0
2909307,Correntina,BA,11504.314,6.360952369032257,3.85925713,7.84951925,62.0
2909406,Cotegipe,BA,4282.775,5.288918193043479,3.86686138,7.28652278,23.0
2909505,Cravolândia,BA,182.585,1.18509431,1.18509431,1.18509431,1.0
2909604,Crisópolis,BA,636.609,0.8662084875,0.64969846,1.10905176,4.0
2909703,Cristópolis,BA,1052.837,5.948455632,4.92666914,6.74915547,5.0
2909802,Cruz das Almas,BA,139.117,0.9961145,0.9961145,0.9961145,1.0
2909901,Curaçá,BA,5950.614,1.6817383753125,0.75277836,3.17994373,32.0
2910008,Dário Meira,BA,413.637,2.156467405,1.9443932,2.36854161,2.0
2910057,Dias d'Ávila,BA,183.759,0.5491533200000001,0.45170621,0.64660043,2.0
2910107,Dom Basílio,BA,689.516,2.3072147100000002,1.80301039,3.05545927,4.0
2910305,Elísio Medrado,BA,179.329,0.95020734,0.95020734,0.95020734,1.0
2910404,Encruzilhada,BA,1890.133,2.445147436666667,2.18265984,2.70031242,9.0
2910503,Entre Rios,BA,1187.766,0.527805082,0.16358946,0.94175816,5.0
2910602,Esplanada,BA,1299.355,0.3193760885714286,0.15936487,0.64012274,7.0
2910701,Euclides da Cunha,BA,2025.368,1.2245237745454547,0.99132664,1.46729664,11.0
2910727,Eunápolis,BA,1425.97,1.927150628888889,1.57600931,2.24968993,9.0
2910750,Fátima,BA,364.419,0.78601177,0.78601177,0.78601177,1.0
2910776,Feira da Mata,BA,1176.111,4.266676184,4.08597657,4.5225171,5.0
2910800,Feira de Santana,BA,1304.425,1.2118902514285714,1.10398226,1.40730752,7.0
2910859,Filadélfia,BA,579.686,1.3196238966666667,1.1222888,1.41913636,3.0
2910909,Firmino Alves,BA,172.353,1.55685786,1.55685786,1.55685786,1.0
2911006,Floresta Azul,BA,321.013,1.52784904,1.45349633,1.60220175,2.0
2911105,Formosa do Rio Preto,BA,15634.328,5.928885071904762,4.48928369,11.43168638,84.0
2911204,Gandu,BA,229.661,0.74263935,0.74263935,0.74263935,1.0
2911253,Gavião,BA,384.592,1.06342624,1.06342624,1.06342624,1.0
2911303,Gentio do Ouro,BA,3817.946,4.057826073333334,2.36488031,5.39052867,21.0
2911402,Glória,BA,1566.609,1.8010741225,1.1980497,2.50091197,8.0
2911501,Gongogi,BA,202.194,0.77052162,0.77052162,0.77052162,1.0
2911600,Governador Mangabeira,BA,106.848,1.1684776,1.1684776,1.1684776,1.0
2911659,Guajeru,BA,872.867,2.02381541,1.84581953,2.16576149,5.0
2911709,Guanambi,BA,1272.366,2.47503638,2.23729781,2.70876159,8.0
2911808,Guaratinga,BA,2189.404,2.691215479,2.43050221,3.02278914,10.0
2911857,Heliópolis,BA,313.438,0.9616606566666667,0.85304186,1.1222888,3.0
2911907,Iaçu,BA,2342.497,1.454579553846154,0.77840751,2.02494197,13.0
2912004,Ibiassucê,BA,483.274,1.9730265033333332,1.8607464,2.04324851,3.0
2912103,Ibicaraí,BA,230.953,1.32732203,1.32732203,1.32732203,1.0
2912202,Ibicoara,BA,817.355,2.1057019675,1.99255348,2.18519459,4.0
2912301,Ibicuí,BA,1139.378,1.7485601783333333,1.35830233,1.88834703,6.0
2912400,Ibipeba,BA,1382.008,2.1072744500000002,1.6343086,2.4809156,9.0
2912509,Ibipitanga,BA,954.373,2.8314153999999996,2.71636585,3.00701735,6.0
2912608,Ibiquera,BA,698.245,1.1643469,1.10736193,1.25071621,3.0
2912707,Ibirapitanga,BA,472.664,0.7713665366666667,0.7646072,0.7812239,3.0
2912806,Ibirapuã,BA,771.098,2.53301882,1.93932369,2.82789491,5.0
2912905,Ibirataia,BA,318.129,1.06413033,0.82910254,1.29915812,2.0
2913002,Ibitiara,BA,1834.002,2.125051848181818,1.25522243,4.34480286,11.0
2913101,Ibititá,BA,573.033,2.009874275,1.87989785,2.1398507,2.0
2913200,Ibotirama,BA,1740.113,5.872863712,4.58729408,7.51746681,10.0
2913408,Igaporã,BA,836.586,2.57216665,2.42881237,2.71946388,3.0
2913457,Igrapiúna,BA,591.312,0.66856828,0.6218162,0.69785874,3.0
2913507,Iguaí,BA,860.223,1.61498816,1.28141486,1.84948084,5.0
2913606,Ilhéus,BA,1588.555,0.718671869,0.55140643,1.07947966,10.0
2913705,Inhambupe,BA,1082.283,1.16622449,1.07103049,1.27324733,4.0
2913804,Ipecaetá,BA,372.565,1.1501710649999999,1.11665602,1.18368611,2.0
2913903,Ipiaú,BA,280.454,1.37491903,1.37491903,1.37491903,1.0
2914000,Ipirá,BA,3105.281,0.8239589231578947,0.58126017,1.05779345,19.0
2914109,Ipupiara,BA,1055.76,3.03839194,2.68031605,3.62014557,5.0
2914208,Irajuba,BA,459.047,1.09173096,0.96288109,1.22058083,2.0
2914307,Iramaia,BA,1708.115,2.2135462533333334,1.93932369,3.36948681,9.0
2914406,Iraquara,BA,991.822,1.2139623116666667,1.11045996,1.32704039,6.0
2914505,Irará,BA,267.88,1.25015293,1.24395687,1.25634899,2.0
2914604,Irecê,BA,319.174,2.520204245,2.44120449,2.599204,2.0
2914653,Itabela,BA,924.914,2.134893854,1.63402696,2.88196961,5.0
2914703,Itaberaba,BA,2386.39,1.2204941692307694,1.07694491,1.59572405,13.0
2914802,Itabuna,BA,401.028,0.87416479,0.81389403,0.93443555,2.0
2914901,Itacaré,BA,726.265,0.5243690866666667,0.50042977,0.56182708,3.0
2915007,Itaeté,BA,1331.822,2.3600924425,2.05057112,2.59497941,8.0
2915106,Itagi,BA,310.621,3.71900088,3.71900088,3.71900088,1.0
2915205,Itagibá,BA,810.993,1.9232233283333333,1.39097246,2.76142809,6.0
2915304,Itagimirim,BA,876.8,2.062568944,1.69908558,2.4319104,5.0
2915353,Itaguaçu da Bahia,BA,4310.238,3.5221596695652173,2.1578756,5.15986628,23.0
2915403,Itaju do Colônia,BA,1225.287,1.5239764999999998,1.22283394,1.78639369,8.0
2915502,Itajuípe,BA,270.752,1.22480541,1.11721929,1.33239153,2.0
2915601,Itamaraju,BA,2360.584,3.351441795714286,2.55752142,3.97219439,14.0
2915809,Itambé,BA,1534.575,2.0730709522222224,1.63684335,2.43754318,9.0
2915908,Itanagra,BA,533.634,0.35369582,0.27342869,0.43396295,2.0
2916005,Itanhém,BA,1394.174,2.402298065714286,2.23053848,2.7253783,7.0
2916203,Itapé,BA,453.144,1.06004657,0.92345163,1.19664151,2.0
2916302,Itapebi,BA,1013.074,2.18758852,1.69176297,2.56202764,6.0
2916401,Itapetinga,BA,1651.158,1.60864424125,1.40899736,1.98663906,8.0
2916500,Itapicuru,BA,1557.685,1.481754111111111,1.15890187,1.68810166,9.0
2916609,Itapitanga,BA,420.663,1.2977499266666668,1.05920165,1.58783815,3.0
2916708,Itaquara,BA,344.093,1.26296751,1.22114411,1.30479091,2.0
2916807,Itarantim,BA,1674.029,1.6706087455555556,1.51320381,2.02719508,9.0
2916856,Itatim,BA,547.51,0.9841917833333333,0.94682767,1.00850662,3.0
2916906,Itiruçu,BA,322.243,1.6624725,1.6624725,1.6624725,1.0
2917003,Itiúba,BA,1650.593,1.13387120375,0.98991844,1.36083708,8.0
2917102,Itororó,BA,313.839,1.507148565,1.40364621,1.61065092,2.0
2917201,Ituaçu,BA,1199.374,1.5112323314285714,1.20086609,2.26968631,7.0
2917300,Ituberá,BA,415.428,0.91528409,0.90317361,0.92739457,2.0
2917334,Iuiu,BA,1525.142,3.9069480077777774,3.48833849,4.27861768,9.0
2917359,Jaborandi,BA,9955.113,5.689113004629629,3.836726,7.9292231,54.0
2917409,Jacaraci,BA,1332.42,2.04821239375,1.8182189,2.26630664,8.0
2917508,Jacobina,BA,2192.905,0.9901296708333334,0.63617979,1.14707303,12.0
2917607,Jaguaquara,BA,924.512,1.370469134,1.08905539,1.81596579,5.0
2917706,Jaguarari,BA,2466.009,1.5616023930769232,1.27803519,1.86356279,13.0
2917805,Jaguaripe,BA,863.424,0.779027118,0.62435095,1.13468092,5.0
2917904,Jandaíra,BA,640.772,0.339895505,0.22498677,0.39425184,4.0
2918001,Jequié,BA,2969.039,2.825454039333333,1.55742114,3.61254132,15.0
2918100,Jeremoabo,BA,4267.488,1.5144071713636365,0.89641428,2.23053848,22.0
2918209,Jiquiriçá,BA,238.66,0.9924531950000001,0.95612176,1.02878463,2.0
2918308,Jitaúna,BA,262.05,2.1275994000000003,1.65458661,2.60061219,2.0
2918357,João Dourado,BA,913.258,2.431910402,1.98072464,2.90703549,5.0
2918407,Juazeiro,BA,6721.237,2.101885756857143,1.15101598,3.3210449,35.0
2918456,Jucuruçu,BA,1457.656,2.8233182775,2.37811734,3.52354338,8.0
2918506,Jussara,BA,1355.173,2.59589474,2.21335849,3.06390844,8.0
2918555,Jussari,BA,329.19,1.18129218,1.10341898,1.25916538,2.0
2918605,Jussiape,BA,589.763,2.5950732933333334,2.50541819,2.75185237,3.0
2918704,Lafaiete Coutinho,BA,498.11,2.55646527,2.22941192,2.91745613,4.0
2918753,Lagoa Real,BA,912.222,2.29432972,2.02297049,2.54203127,4.0
2918803,Laje,BA,449.834,0.80854289,0.80854289,0.80854289,1.0
2918902,Lajedão,BA,624.353,2.5565356825,2.44120449,2.63835183,4.0
2919009,Lajedinho,BA,846.728,1.2318463916666667,1.19157201,1.29521518,6.0
2919058,Lajedo do Tabocal,BA,382.937,1.7766771399999999,1.15664876,2.39670552,2.0
2919157,Lapão,BA,642.882,1.8844040766666668,1.74442947,2.15365101,3.0
2919207,Lauro de Freitas,BA,57.942,0.42579542,0.42579542,0.42579542,1.0
2919306,Lençóis,BA,1283.328,1.392541587142857,1.31605647,1.46391697,7.0
2919405,Licínio de Almeida,BA,856.626,2.182861007142857,1.93340927,2.3057361,7.0
2919504,Livramento de Nossa Senhora,BA,1952.51,3.0387486844444442,2.73326419,3.33231046,9.0
2919553,Luís Eduardo Magalhães,BA,4036.094,8.712890476666667,6.62213625,9.88520634,21.0
2919603,Macajuba,BA,701.171,0.95485438,0.87360151,1.03610725,2.0
2919702,Macarani,BA,1210.106,1.9170272683333334,1.73682521,2.17787197,6.0
2919801,Macaúbas,BA,2459.102,3.6546463535714286,2.16350838,5.85720458,14.0
2919900,Macururé,BA,2545.856,1.8462419878571428,1.50982414,2.3431941,14.0
2919959,Maetinga,BA,614.834,1.7421763575,1.60445486,1.92327027,4.0
2920007,Maiquinique,BA,588.297,1.71971564,1.49574218,1.97424694,4.0
2920106,Mairi,BA,906.68,1.135356848,1.10229242,1.25184276,5.0
2920205,Malhada,BA,1979.193,3.6590399240000004,2.70143898,4.30424683,10.0
2920304,Malhada de Pedras,BA,550.55,2.0622122,1.90862504,2.30883413,3.0
2920403,Manoel Vitorino,BA,2201.764,2.7053307154545454,1.87989785,3.60972493,11.0
2920452,Mansidão,BA,3129.588,3.231251737647059,2.43416351,4.09780541,17.0
2920502,Maracás,BA,2413.27,2.4946689699999998,1.84215822,3.75899362,12.0
2920601,Maragogipe,BA,437.61,1.53967788,1.51010578,1.56924998,2.0
2920700,Maraú,BA,848.885,0.42528846800000003,0.28779228,0.60632605,5.0
2920809,Marcionílio Souza,BA,1099.283,2.06626244,1.56474375,2.45303333,7.0
2920908,Mascote,BA,742.689,1.63706866,1.37210264,2.10323762,5.0
2921005,Mata de São João,BA,605.168,0.3814842033333334,0.26019165,0.52605892,3.0
2921054,Matina,BA,773.278,2.658066562,2.44402088,2.80029428,5.0
2921104,Medeiros Neto,BA,1311.739,2.5096740722222224,1.99283511,3.01490324,9.0
2921203,Miguel Calmon,BA,1599.672,1.1871060114285714,0.81699206,1.52559592,7.0
2921302,Milagres,BA,420.358,0.8732259899999999,0.7927711,0.94767258,3.0
2921401,Mirangaba,BA,1751.778,1.32499850875,1.01977218,1.62022665,8.0
2921450,Mirante,BA,1172.86,1.939243227142857,1.50390972,2.33108362,7.0
2921500,Monte Santo,BA,3034.197,1.188861229375,0.96935879,1.40336457,16.0
2921609,Morpará,BA,2093.872,4.7869527025,4.29269963,5.35673198,12.0
2921708,Morro do Chapéu,BA,5744.969,1.139305248064516,0.59337065,2.41923664,31.0
2921807,Mortugaba,BA,528.214,2.230538473333333,2.14238545,2.29390726,3.0
2921906,Mucugê,BA,2462.153,2.2864203591666667,1.53179198,2.64792756,12.0
2922003,Mucuri,BA,1787.626,2.159307265833333,1.85905656,2.55132536,12.0
2922052,Mulungu do Morro,BA,646.621,1.25916538,1.19579659,1.37548231,3.0
2922102,Mundo Novo,BA,1491.99,1.01216792875,0.9203536,1.09834948,8.0
2922250,Muquém do São Francisco,BA,3852.111,6.496176538095238,5.52768689,7.70503842,21.0
2922409,Mutuípe,BA,275.854,0.8944428,0.89416116,0.89472444,2.0
2922508,Nazaré,BA,278.629,1.01526596,1.01526596,1.01526596,1.0
2922607,Nilo Peçanha,BA,388.936,0.99639614,0.99639614,0.99639614,1.0
2922656,Nordestina,BA,465.407,1.4747131366666668,1.41688325,1.5867116,3.0
2922706,Nova Canaã,BA,804.617,1.468352785,1.37998853,1.5275674,4.0
2922730,Nova Fátima,BA,346.784,1.05821591,0.98710205,1.12932977,2.0
2922755,Nova Ibiá,BA,203.198,0.81389403,0.81389403,0.81389403,1.0
2922805,Nova Itarana,BA,475.381,1.0853940833333333,1.01808235,1.16425302,3.0
2922854,Nova Redenção,BA,565.356,1.3717271199999999,1.25606735,1.48250515,3.0
2922904,Nova Soure,BA,966.993,2.02071738,1.79653269,2.23729781,5.0
2923001,Nova Viçosa,BA,1316.379,1.9414829266666667,1.62191648,2.29193579,6.0
2923035,Novo Horizonte,BA,627.5,2.249126655,2.12914842,2.36910489,2.0
2923050,Novo Triunfo,BA,278.487,0.8862752700000001,0.86149103,0.91105951,2.0
2923100,Olindina,BA,637.317,1.423431355,1.16594285,1.58868307,4.0
2923209,Oliveira dos Brejinhos,BA,3313.418,5.1637309955555555,2.53161063,8.40547474,18.0
